MovieId,Box_office,Director,Country,imdbID,Poster,Metascore,Language,Writer,imdbVotes,Runtime,Response,Title,Genre,Type,Actors,Awards,imdbRating,Rated,Released,image_file,Musical,Family,Reality-TV,Western,Comedy,Mystery,Music,Fantasy,News,Adventure,Documentary,Crime,Horror,Romance,Sci-Fi,Sport,Animation,Biography,War,History,Action,Short,Thriller,Drama,2000,1990,2010,1980,NOT RATED,G,Not Rated,PASSED,UNRATED,TV-G,AO,N/A,TV-14,R,TV-MA,PG,X,PG-13,NC-17,M/PG,TV-PG
180,"1,002,066",Sanjay Gupta,India,tt0294662,"https://m.media-amazon.com/images/M/MV5BNGIyMWRlYTctMWNlMi00ZGIzLThjOTgtZjQzZjRjNmRhMDdlXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX67_CR0,0,67,98_AL_.jpg",41,"Hindi, English","Sanjay Gupta, Vinay, Yash, Milap Zaveri (dialogue)","3,427",150 min,TRUE,Kaante,"Action, Crime, Drama",movie,"Amitabh Bachchan, Sanjay Dutt, Sunil Shetty, Mahesh Manjrekar",3 wins & 7 nominations.,6.5,R,20-Dec-02,data/Movie_Poster_Dataset/2002/tt0294662.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
181,"1,031,495",Lorene Machado,USA,tt0300274,"https://m.media-amazon.com/images/M/MV5BMjk3YjJmYTctMTAzZC00MzE4LWFlZGMtNDM5OTMyMDEzZWIxXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX67_CR0,0,67,98_AL_.jpg",66,English,Margaret Cho,905,95 min,TRUE,Notorious C.H.O.,"Documentary, Comedy",movie,Margaret Cho,N/A,7,N/A,13-Jun-02,data/Movie_Poster_Dataset/2002/tt0300274.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
182,null,Mario Azzopardi,"Canada, UK",tt0303010,"https://m.media-amazon.com/images/M/MV5BOGZiM2IwODktNTdiMC00MGU1LWEyZTYtOTk4NTkwYmJkNmI1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY98_CR2,0,67,98_AL_.jpg",N/A,"French, English",Sharon Riis (screenplay),836,94 min,TRUE,Savage Messiah,"Drama, Thriller",movie,"Polly Walker, Luc Picard, Isabelle Blais, Louis Ferreira",3 wins & 5 nominations.,6.5,R,26-Apr-02,data/Movie_Poster_Dataset/2002/tt0303010.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
183,"44,792",Rob Hardy,USA,tt0285869,"https://m.media-amazon.com/images/M/MV5BN2IyNTE4YzUtZWU0Mi00MGIwLTgyMmQtMzQ4YzQxYWNlYWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",N/A,English,"Gregory Ramon Anderson (screenplay), Gregory Ramon Anderson (story), Rob Hardy (screenplay), William Packer (story)",545,103 min,TRUE,Pandora's Box,Thriller,movie,"Michael Jai White, Monica Calhoun, Kristoff St. John, Joey Lawrence",1 win & 1 nomination.,5,R,27-Sep-02,data/Movie_Poster_Dataset/2002/tt0285869.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
184,"813,685",Adam Thomas Anderegg,USA,tt0330136,"https://m.media-amazon.com/images/M/MV5BNzA2NmYxMWUtNzBlMC00MWM2LTkwNmQtYTFlZjQwODNhOWE0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX67_CR0,0,67,98_AL_.jpg",N/A,English,"Jack Weyland (novel), Janine Whetten Gilbert (screenplay)",616,103 min,TRUE,Charly,"Comedy, Drama, Romance",movie,"Jeremy Hoop, Randy King, Heather Beers, Lindsay Killian",N/A,7.2,PG,20-Sep-02,data/Movie_Poster_Dataset/2002/tt0330136.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
185,"765,540",Rebecca Miller,USA,tt0295238,"https://m.media-amazon.com/images/M/MV5BNmVmYzcwNzMtMWM1NS00MWIyLThlMDEtYzUwZDgzODE1NmE2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",70,English,"Rebecca Miller (book), Rebecca Miller","3,130",86 min,TRUE,Personal Velocity: Three Portraits,"Drama, Romance",movie,"Kyra Sedgwick, Parker Posey, Fairuza Balk, John Ventimiglia",6 wins & 5 nominations.,6.6,R,20-Dec-02,data/Movie_Poster_Dataset/2002/tt0295238.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
186,"774,317",Tom Tykwer,"Germany, Italy, USA, France, UK",tt0246677,"https://m.media-amazon.com/images/M/MV5BZThiZjAzZjgtNDU3MC00YThhLThjYWUtZGRkYjc2ZWZlOTVjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg",68,"Italian, English",Krzysztof Kieslowski (trilogy \\,"20,137",97 min,TRUE,Heaven,"Crime, Drama, Romance",movie,"Cate Blanchett, Giovanni Ribisi, Remo Girone, Stefania Rocca",6 wins & 7 nominations.,7.1,R,21-Feb-02,data/Movie_Poster_Dataset/2002/tt0246677.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
187,"768,045",Paul Greengrass,"UK, Ireland",tt0280491,"https://m.media-amazon.com/images/M/MV5BNDc2ODQ5NTE2MV5BMl5BanBnXkFtZTcwODExMjUyNA@@._V1_UX67_CR0,0,67,98_AL_.jpg",90,English,Paul Greengrass,"19,286",107 min,TRUE,Bloody Sunday,"Drama, History, War",movie,"James Nesbitt, Allan Gildea, Gerard Crossan, Mary Moulds",19 wins & 21 nominations.,7.7,R,19-Apr-02,data/Movie_Poster_Dataset/2002/tt0280491.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
188,"334,276",D.J. Caruso,USA,tt0235737,"https://m.media-amazon.com/images/M/MV5BNzAyOGIxYjAtMGY2NC00ZTgyLWIwMWEtYzY0OWQ4NDFjOTc5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",41,English,Tony Gayton,"26,374",103 min,TRUE,The Salton Sea,"Crime, Drama, Mystery",movie,"Val Kilmer, Vincent D'Onofrio, Adam Goldberg, Luis Guzmán",1 win.,7.2,R,17-May-02,data/Movie_Poster_Dataset/2002/tt0235737.jpg,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
189,"711,598","Dana Janklowicz-Mann, Amir Mann",USA,tt0318068,"https://m.media-amazon.com/images/M/MV5BZjJhNTBmNTgtMDViOC00NDY2LWE4N2ItMDJiM2ZiYmQzYzliXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_UY98_CR0,0,67,98_AL_.jpg",68,"English, German, Mandarin",N/A,184,95 min,TRUE,Shanghai Ghetto,Documentary,movie,"Irene Eber, I. Betty Grebenschikoff, Harold Janklowicz, Alfred Kohn",2 wins.,7.1,N/A,28-Feb-02,data/Movie_Poster_Dataset/2002/tt0318068.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
190,"192,654",David Twohy,USA,tt0276816,"https://m.media-amazon.com/images/M/MV5BM2I1ZWU4YjMtYzU0My00YmMzLWFmNTAtZDJhZGYwMmI3YWQ5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",55,English,"Lucas Sussman, Darren Aronofsky, David Twohy","17,459",105 min,TRUE,Below,"Horror, Mystery, Thriller",movie,"Matthew Davis, Bruce Greenwood, Holt McCallany, Dexter Fletcher",2 nominations.,6.2,R,18-Oct-02,data/Movie_Poster_Dataset/2002/tt0276816.jpg,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
191,"598,645",Guy Ritchie,"UK, Italy",tt0291502,"https://m.media-amazon.com/images/M/MV5BNjZmZGRiMDgtNDkwNi00OTZhLWFhZmMtYTdkYjgyNThhOWY3XkEyXkFqcGdeQXVyMTA1NTM1NDI2._V1_UX67_CR0,0,67,98_AL_.jpg",18,"English, Greek, Italian",Guy Ritchie (screenplay),"13,001",89 min,TRUE,Swept Away,"Comedy, Romance",movie,"Bruce Greenwood, Madonna, Elizabeth Banks, Michael Beattie",5 wins & 5 nominations.,3.6,R,11-Oct-02,data/Movie_Poster_Dataset/2002/tt0291502.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
193,"527,019",Menno Meyjes,"Hungary, Canada, UK",tt0290210,"https://m.media-amazon.com/images/M/MV5BOWIwODIxYWItZDI4MS00YzhhLWE3MmYtMzlhZDIwOTMzZmE5L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",56,English,Menno Meyjes,"6,218",106 min,TRUE,Max,"Drama, War",movie,"John Cusack, Noah Taylor, Leelee Sobieski, Molly Parker",2 wins & 5 nominations.,6.6,R,20-Jun-03,data/Movie_Poster_Dataset/2002/tt0290210.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
194,"515,678",Eugene Jarecki,"USA, UK, Denmark, France, Canada, Australia",tt0326306,"https://m.media-amazon.com/images/M/MV5BYWQ4ZTRiODktNjAzZC00Nzg1LTk1YWQtNDFmNDI0NmZiNGIwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY98_CR0,0,67,98_AL_.jpg",72,English,"Alex Gibney, Christopher Hitchens (book)","1,672",80 min,TRUE,The Trials of Henry Kissinger,Documentary,movie,"Brian Cox, Henry Kissinger, Anna Chennault, Amy Goodman",1 win & 1 nomination.,7.7,N/A,7-May-03,data/Movie_Poster_Dataset/2002/tt0326306.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
195,"505,675","Gabrielle Burton, Maria Burton",USA,tt0248169,"https://m.media-amazon.com/images/M/MV5BMjEzMzA4NDE2OF5BMl5BanBnXkFtZTcwNTc5MDI2NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",45,English,Gabrielle B. Burton,408,119 min,TRUE,Manna from Heaven,Comedy,movie,"Shirley Jones, Cloris Leachman, Louise Fletcher, Seymour Cassel",4 wins.,5.9,PG,14-Sep-02,data/Movie_Poster_Dataset/2002/tt0248169.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
197,"445,521",Sam Jones,USA,tt0327920,"https://m.media-amazon.com/images/M/MV5BMTY2MTAzODI5NV5BMl5BanBnXkFtZTgwMjM4NzQ0MjE@._V1_UX67_CR0,0,67,98_AL_.jpg",66,English,N/A,"1,720",92 min,TRUE,I Am Trying to Break Your Heart,"Documentary, Music",movie,"Jeff Tweedy, John Stirratt, Leroy Bach, Glenn Kotche",N/A,7.6,UNRATED,21-Jun-02,data/Movie_Poster_Dataset/2002/tt0327920.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
198,"444,931",Jeong-hyang Lee,South Korea,tt0312841,"https://m.media-amazon.com/images/M/MV5BOTJlZWMxYzEtMjlkMS00ODE0LThlM2ItMDI3NGQ2YjhmMzkxXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",63,Korean,Jeong-hyang Lee,"3,764",80 min,TRUE,The Way Home,Drama,movie,"Eul-boon Kim, Seung-ho Yoo, Hyo-hee Dong, Kyung-hyun Min",8 wins & 1 nomination.,7.9,PG,5-Apr-02,data/Movie_Poster_Dataset/2002/tt0312841.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
200,null,Fiona Mackenzie,Canada,tt0253028,"https://m.media-amazon.com/images/M/MV5BYTIwNDcyMjktMTczMy00NDM5LTlhNDEtMmE3NGVjOTM2YjQ3XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX67_CR0,0,67,98_AL_.jpg",N/A,English,Tim Redman (screenplay),166,97 min,TRUE,Deadly Little Secrets,Thriller,movie,"Dina Meyer, Michele Hicks, Dylan Walsh, Craig Sheffer",N/A,4.4,R,11-Feb-03,data/Movie_Poster_Dataset/2002/tt0253028.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
202,null,"Anthony Russo, Joe Russo","USA, Germany",tt0271259,"https://m.media-amazon.com/images/M/MV5BZjEyOTE4MzMtNmMzMy00Mzc3LWJlOTQtOGJiNDE0ZmJiOTU4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR2,0,67,98_AL_.jpg",61,English,"Anthony Russo (screenplay), Joe Russo (screenplay)","12,289",86 min,TRUE,Welcome to Collinwood,"Comedy, Crime",movie,"William H. Macy, Isaiah Washington, Sam Rockwell, Michael Jeter",1 nomination.,6.4,R,18-Oct-02,data/Movie_Poster_Dataset/2002/tt0271259.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
203,null,Shaad Ali,India,tt0330843,"https://m.media-amazon.com/images/M/MV5BZWFhOGU5NDctY2Q3YS00Y2VlLWI1NzEtZmIwY2ZiZjY4OTA2XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",N/A,Hindi,"Mani Ratnam (story), Gulzar (dialogue)","4,638",138 min,TRUE,Saathiya,"Drama, Romance",movie,"Vivek Oberoi, Rani Mukerji, Tanuja, Satish Shah",13 wins & 6 nominations.,7,N/A,20-Dec-02,data/Movie_Poster_Dataset/2002/tt0330843.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
204,"305,690","Anthony Abrams, Adam Larson Broder",USA,tt0265591,"https://m.media-amazon.com/images/M/MV5BNjgwNjkwOWYtYmM3My00NzI1LTk5OGItYWY0OTMyZTY4OTg2XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UX67_CR0,0,67,98_AL_.jpg",46,English,Adam Larson Broder,"7,394",113 min,TRUE,Pumpkin,"Comedy, Drama, Romance",movie,"Christina Ricci, Hank Harris, Brenda Blethyn, Dominique Swain",3 nominations.,6.3,R,12-Mar-04,data/Movie_Poster_Dataset/2002/tt0265591.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
206,"288,372",John Junkerman,"USA, Japan",tt0338357,"https://m.media-amazon.com/images/M/MV5BNGI1MTI1YTQtY2QwYi00YzUzLTg3NWYtNzExZDlhOTZmZWU0XkEyXkFqcGdeQXVyMDkwNTkwNg@@._V1_UY98_CR3,0,67,98_AL_.jpg",48,English,N/A,517,74 min,TRUE,Power and Terror: Noam Chomsky in Our Times,Documentary,movie,Noam Chomsky,N/A,7,N/A,22-Nov-02,data/Movie_Poster_Dataset/2002/tt0338357.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
209,"267,194",Lynne Ramsay,"UK, Canada",tt0300214,"https://m.media-amazon.com/images/M/MV5BZGRkOGMxYTUtZTBhYS00NzI3LWEzMDQtOWRhMmNjNjJjMzM4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR0,0,67,98_AL_.jpg",78,"English, Spanish","Liana Dognini, Lynne Ramsay, Alan Warner (novel)","6,807",97 min,TRUE,Morvern Callar,Drama,movie,"Samantha Morton, Kathleen McDermott, Paul Popplewell, Ruby Milton",10 wins & 16 nominations.,6.7,R,1-Nov-02,data/Movie_Poster_Dataset/2002/tt0300214.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
210,"261,603",Jordan Brady,USA,tt0219400,"https://m.media-amazon.com/images/M/MV5BMDk0YzAwYjktMWFiZi00Y2FmLWJmMmMtMzUyZDZmMmU5MjkzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR1,0,67,98_AL_.jpg",28,English,"Brent Briscoe, Mark Fauser","4,746",91 min,TRUE,Waking Up in Reno,"Comedy, Romance",movie,"Natasha Richardson, Holmes Osborne, Billy Bob Thornton, Patrick Swayze",N/A,5.5,R,13-Dec-02,data/Movie_Poster_Dataset/2002/tt0219400.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
211,"247,740","Harry Gantz, Joe Gantz",USA,tt0304692,"https://m.media-amazon.com/images/M/MV5BNDJhYTk2MTctZmVmOS00OTViLTgxNjQtMzQxOTRiMDdmNGRjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR0,0,67,98_AL_.jpg",44,English,N/A,274,105 min,TRUE,Sex with Strangers,"Documentary, Drama",movie,N/A,N/A,4.7,N/A,22-Feb-02,data/Movie_Poster_Dataset/2002/tt0304692.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
212,"238,987",Chris Eyre,USA,tt0284494,"https://m.media-amazon.com/images/M/MV5BMGI3YWFmNDQtNjc0Ny00ZDBjLThlNjYtZTc1ZTk5MzU2YTVjXkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_UY98_CR1,0,67,98_AL_.jpg",57,English,"Adrian C. Louis (novel), Jennifer D. Lyne","1,146",84 min,TRUE,Skins,"Crime, Drama",movie,"Eric Schweig, Graham Greene, Gary Farmer, Noah Watts",2 wins & 3 nominations.,7.3,R,14-Jan-02,data/Movie_Poster_Dataset/2002/tt0284494.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
214,null,Jalal Merhi,Canada,tt0309452,"https://m.media-amazon.com/images/M/MV5BMjA1NTEwMDMxMF5BMl5BanBnXkFtZTgwODkzMzI0MjE@._V1_UY98_CR0,0,67,98_AL_.jpg",N/A,English,Glen G. Doyle,248,91 min,TRUE,The Circuit,"Action, Drama, Sport",movie,"Olivier Gruner, Simon Kim, James Kim, Bryan Genesse",N/A,3.8,R,16-May-02,data/Movie_Poster_Dataset/2002/tt0309452.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
215,null,Robert J. Emery,USA,tt0259017,"https://m.media-amazon.com/images/M/MV5BYzc5MTU4N2EtYTkyMi00NjdhLTg3NWEtMTY4OTEyMzJhZTAzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",N/A,English,"Robert J. Emery, Don Robertson (novel)",163,105 min,TRUE,Swimming Upstream,Drama,movie,"Matt Czuchry, Ben Savage, Jeffrey DeMunn, Kelly Rutherford",N/A,6.6,PG-13,N/A,data/Movie_Poster_Dataset/2002/tt0259017.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
216,"220,077","Bill Weber, David Weissman",USA,tt0303321,"https://m.media-amazon.com/images/M/MV5BMjE4NzgzNzEwMl5BMl5BanBnXkFtZTgwMTMzMDE0NjE@._V1_UX67_CR0,0,67,98_AL_.jpg",77,English,N/A,455,100 min,TRUE,The Cockettes,Documentary,movie,"Larry Brinkin, Peggy Cass, Pristine Condition, Jackie Curtis",4 wins & 7 nominations.,7.4,R,16-Jan-02,data/Movie_Poster_Dataset/2002/tt0303321.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
217,"211,724",Todd Louiso,"France, Germany, USA",tt0282698,"https://m.media-amazon.com/images/M/MV5BNGQzY2Y0MTgtMDA4OC00NjM3LWI0ZGQtNTJlM2UxZDQxZjI0XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY98_CR1,0,67,98_AL_.jpg",58,English,Gordy Hoffman (screenplay),"6,188",90 min,TRUE,Love Liza,"Comedy, Drama",movie,"Philip Seymour Hoffman, J.D. Walsh, Jimmy Raskin, Kathy Bates",2 wins & 3 nominations.,7,R,31-Jan-03,data/Movie_Poster_Dataset/2002/tt0282698.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
218,null,Mike Leigh,"UK, France",tt0286261,"https://m.media-amazon.com/images/M/MV5BZGE1MDg5M2MtNTkyZS00MTY5LTg1YzUtZTlhZmM1Y2EwNmFmXkEyXkFqcGdeQXVyNjA3OTI0MDc@._V1_UX67_CR0,0,67,98_AL_.jpg",72,"English, Arabic, French",Mike Leigh,"8,017",128 min,TRUE,All or Nothing,Drama,movie,"Alison Garland, Jean Ainslie, Timothy Spall, Badi Uzzaman",3 wins & 13 nominations.,7.6,R,18-Oct-02,data/Movie_Poster_Dataset/2002/tt0286261.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
219,"160,268",Finn Taylor,USA,tt0298798,"https://m.media-amazon.com/images/M/MV5BYzE2MjEwMTQtOTQ2Mi00ZWExLTkyMjUtNmJjMjBlYWFjZDdlXkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_UY98_CR0,0,67,98_AL_.jpg",51,English,Finn Taylor,"2,314",99 min,TRUE,Cherish,"Comedy, Drama, Thriller",movie,"Brad Hunt, Robin Tunney, Liz Phair, Lindsay Crouse",2 nominations.,6.8,R,17-Jan-03,data/Movie_Poster_Dataset/2002/tt0298798.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
220,"174,682",Sherman Alexie,USA,tt0303313,"https://m.media-amazon.com/images/M/MV5BMTYzOTE2NjkxN15BMl5BanBnXkFtZTgwMDgzMTg0MzE@._V1_UY98_CR0,0,67,98_AL_.jpg",49,English,Sherman Alexie,454,103 min,TRUE,The Business of Fancydancing,"Drama, Music",movie,"Evan Adams, Michelle St. John, Gene Tagaban, Swil Kanim",7 wins.,6.9,N/A,14-Jan-02,data/Movie_Poster_Dataset/2002/tt0303313.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
221,"156,450","Kirby Dick, Amy Ziering",USA,tt0303326,"https://m.media-amazon.com/images/M/MV5BMGNhYjUwNmYtNDQxNi00NDdmLTljMDAtZWM1NDQyZTk3ZDYwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR0,0,67,98_AL_.jpg",73,"English, French",N/A,666,84 min,TRUE,Derrida,Documentary,movie,"Jacques Derrida, Marguerite Derrida, René Major, Chantal Major",1 win & 1 nomination.,6.5,N/A,31-Jan-03,data/Movie_Poster_Dataset/2002/tt0303326.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
222,null,David Jacobson,USA,tt0285728,"https://m.media-amazon.com/images/M/MV5BMzM5NjUxOTEyMl5BMl5BanBnXkFtZTgwNjEyMDM0MDE@._V1_UX67_CR0,0,67,98_AL_.jpg",63,English,David Jacobson,"7,353",101 min,TRUE,Dahmer,"Biography, Crime, Drama",movie,"Jeremy Renner, Bruce Davison, Artel Great, Matt Newton",3 nominations.,5.6,R,13-Mar-03,data/Movie_Poster_Dataset/2002/tt0285728.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
224,"73,636",Rajat Mukherjee,India,tt0315632,"https://m.media-amazon.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_UX67_CR0,0,67,98_AL_.jpg",N/A,Hindi,Rajnish Thakur,915,134 min,TRUE,Road,Thriller,movie,"Manoj Bajpayee, Vivek Oberoi, Antara Mali, Sayaji Shinde",1 win & 2 nominations.,5.6,N/A,27-Sep-02,data/Movie_Poster_Dataset/2002/tt0315632.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
